0 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: 2z. | ANSWER: -1 | FNAME: ./MATH/test/intermediate_algebra/1416.json
944 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: \$36 | ANSWER: \$36 | FNAME: ./MATH/test/prealgebra/1203.json
945 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: $\frac{3}{8}$. | ANSWER: \frac{5}{8} | FNAME: ./MATH/test/prealgebra/1348.json
946 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 4 | ANSWER: 4 | FNAME: ./MATH/test/prealgebra/1485.json
947 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 58. | ANSWER: 58 | FNAME: ./MATH/test/prealgebra/1178.json
948 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 4.5 | ANSWER: 4.5 | FNAME: ./MATH/test/prealgebra/2019.json
949 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 28. | ANSWER: 0 | FNAME: ./MATH/test/prealgebra/1061.json
950 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 36\sqrt{3} | ANSWER: 36\sqrt{3} | FNAME: ./MATH/test/prealgebra/2070.json
951 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: the | ANSWER: 20 | FNAME: ./MATH/test/prealgebra/1880.json
952 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 16\pi. | ANSWER: 16\pi | FNAME: ./MATH/test/prealgebra/1240.json
953 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 35. | ANSWER: 33 | FNAME: ./MATH/test/prealgebra/1199.json
954 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 24.1 | ANSWER: 24.1 | FNAME: ./MATH/test/prealgebra/1670.json
955 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: $139^\circ$. | ANSWER: 139^\circ | FNAME: ./MATH/test/prealgebra/1455.json
956 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 62 | ANSWER: 118^{\circ} | FNAME: ./MATH/test/prealgebra/1714.json
957 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 5. | ANSWER: 6 | FNAME: ./MATH/test/prealgebra/2015.json
958 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 162. | ANSWER: 27 | FNAME: ./MATH/test/prealgebra/1591.json
959 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 75 | ANSWER: 75 | FNAME: ./MATH/test/prealgebra/70.json
960 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 68 | ANSWER: 68 | FNAME: ./MATH/test/prealgebra/1824.json
961 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 192 | ANSWER: 192 | FNAME: ./MATH/test/prealgebra/641.json
962 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 55. | ANSWER: 55 | FNAME: ./MATH/test/prealgebra/1580.json
963 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 44.94 | ANSWER: 10 | FNAME: ./MATH/test/prealgebra/1524.json
964 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 19. | ANSWER: 31 | FNAME: ./MATH/test/prealgebra/1195.json
965 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 510. | ANSWER: 510 | FNAME: ./MATH/test/prealgebra/1829.json
966 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 17. | ANSWER: 17 | FNAME: ./MATH/test/prealgebra/1907.json
967 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: $\frac{57}{990}$. | ANSWER: \frac{19}{330} | FNAME: ./MATH/test/prealgebra/1877.json
968 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 5 | ANSWER: 5 | FNAME: ./MATH/test/prealgebra/2035.json
969 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: -1. | ANSWER: -1 | FNAME: ./MATH/test/prealgebra/1577.json
970 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 192 | ANSWER: 192 | FNAME: ./MATH/test/prealgebra/1800.json
971 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 210. | ANSWER: 1260 | FNAME: ./MATH/test/prealgebra/567.json
972 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 7 | ANSWER: 8 | FNAME: ./MATH/test/prealgebra/1141.json
973 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 9699690. | ANSWER: 23 | FNAME: ./MATH/test/prealgebra/380.json
974 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 231. | ANSWER: 220 | FNAME: ./MATH/test/prealgebra/849.json
975 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 0 | ANSWER: 4\sqrt{2} | FNAME: ./MATH/test/prealgebra/1093.json
976 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 180. | ANSWER: 180 | FNAME: ./MATH/test/prealgebra/1587.json
977 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 13 | ANSWER: 13 | FNAME: ./MATH/test/prealgebra/878.json
978 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 949 | ANSWER: 949 | FNAME: ./MATH/test/prealgebra/1918.json
979 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 2. | ANSWER: 6 | FNAME: ./MATH/test/prealgebra/1111.json
980 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 55. | ANSWER: 330 | FNAME: ./MATH/test/prealgebra/1477.json
981 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: that | ANSWER: 24 | FNAME: ./MATH/test/prealgebra/1284.json
982 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 12 \sqrt{35} | ANSWER: 12\sqrt{35} | FNAME: ./MATH/test/prealgebra/1808.json
983 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: $\boxed{\frac{2}{5}}$. | ANSWER: \frac{3}{5} | FNAME: ./MATH/test/prealgebra/1609.json
984 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: -1 | ANSWER: -1 | FNAME: ./MATH/test/prealgebra/364.json
985 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 1 | ANSWER: 1 | FNAME: ./MATH/test/prealgebra/1836.json
986 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 0.38 | ANSWER: .38 | FNAME: ./MATH/test/prealgebra/1874.json
987 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 800 | ANSWER: 800 | FNAME: ./MATH/test/prealgebra/1402.json
988 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: -2x + 20 | ANSWER: -2x + 20 | FNAME: ./MATH/test/prealgebra/1988.json
989 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 20 | ANSWER: 8 | FNAME: ./MATH/test/prealgebra/1539.json
990 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 5x-3 | ANSWER: 5x-3 | FNAME: ./MATH/test/prealgebra/1169.json
991 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 9 | ANSWER: 10 | FNAME: ./MATH/test/prealgebra/378.json
992 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 210 | ANSWER: 210 | FNAME: ./MATH/test/prealgebra/407.json
993 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 3 | ANSWER: 333 | FNAME: ./MATH/test/prealgebra/904.json
994 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 980 | ANSWER: 980 | FNAME: ./MATH/test/prealgebra/1230.json
995 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: The numerical solution is 0.4 | ANSWER: 0.4 | FNAME: ./MATH/test/prealgebra/1497.json
996 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: \frac{1}{18}. | ANSWER: \frac{1}{2} | FNAME: ./MATH/test/prealgebra/1008.json
997 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: The numerical solution is 8/21. | ANSWER: \frac{8}{21} | FNAME: ./MATH/test/prealgebra/1776.json
998 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 2 | ANSWER: 2k+2 | FNAME: ./MATH/test/prealgebra/1924.json
999 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 9. | ANSWER: 9 | FNAME: ./MATH/test/prealgebra/1297.json
1000 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: $\frac{5}{6}$. | ANSWER: \frac{5}{6} | FNAME: ./MATH/test/prealgebra/1466.json
1001 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 12. | ANSWER: 13 | FNAME: ./MATH/test/prealgebra/1163.json
1002 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 67500 | ANSWER: 666000 | FNAME: ./MATH/test/prealgebra/1861.json
1003 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: \text{(A) 10} | ANSWER: \text{A} | FNAME: ./MATH/test/prealgebra/1797.json
1004 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 4/5 | ANSWER: \frac{4}{5} | FNAME: ./MATH/test/prealgebra/1226.json
1005 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 68 | ANSWER: 68 | FNAME: ./MATH/test/prealgebra/1570.json
1006 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 23 | ANSWER: 23 | FNAME: ./MATH/test/prealgebra/1684.json
1007 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 5937 | ANSWER: 5937 | FNAME: ./MATH/test/prealgebra/1118.json
1008 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 192 | ANSWER: 256 | FNAME: ./MATH/test/prealgebra/1788.json
1009 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 352 | ANSWER: 352 | FNAME: ./MATH/test/prealgebra/1050.json
1010 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 4007 | ANSWER: 4007 | FNAME: ./MATH/test/prealgebra/1442.json
1011 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 36 | ANSWER: 36 | FNAME: ./MATH/test/prealgebra/2078.json
1012 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 6. | ANSWER: 6 | FNAME: ./MATH/test/prealgebra/1452.json
1013 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 1 | ANSWER: 0 | FNAME: ./MATH/test/prealgebra/633.json
1014 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 225 | ANSWER: 225 | FNAME: ./MATH/test/prealgebra/1390.json
1015 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 27 | ANSWER: 27 | FNAME: ./MATH/test/prealgebra/1897.json
1016 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 8π | ANSWER: 8\pi | FNAME: ./MATH/test/prealgebra/1534.json
1017 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 868.8 | ANSWER: 868.8 | FNAME: ./MATH/test/prealgebra/855.json
1018 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: $\frac{5}{7}$. | ANSWER: \dfrac{25}{52} | FNAME: ./MATH/test/prealgebra/1773.json
1019 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: $\frac{4}{11}$. | ANSWER: \frac{4}{11} | FNAME: ./MATH/test/prealgebra/946.json
1020 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: $\boxed{4.5}$ | ANSWER: 4.5 | FNAME: ./MATH/test/prealgebra/1301.json
1021 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 13,800 | ANSWER: 13,\!800 | FNAME: ./MATH/test/prealgebra/305.json
1022 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: \frac{1}{2} | ANSWER: \frac12 | FNAME: ./MATH/test/prealgebra/1786.json
1023 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 2 | ANSWER: 10 | FNAME: ./MATH/test/prealgebra/1403.json
1024 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: $\boxed{36}$. | ANSWER: 9 | FNAME: ./MATH/test/prealgebra/1292.json
1025 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 40 | ANSWER: 40 | FNAME: ./MATH/test/prealgebra/973.json
1026 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 3\sqrt{6} | ANSWER: \sqrt{6} + 3\sqrt{2} | FNAME: ./MATH/test/prealgebra/2018.json
1027 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: -40/153. | ANSWER: -\frac{40}{153} | FNAME: ./MATH/test/prealgebra/1650.json
1028 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 8 | ANSWER: 8 | FNAME: ./MATH/test/prealgebra/1119.json
1029 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: $6$ | ANSWER: 12 | FNAME: ./MATH/test/prealgebra/1723.json
1030 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 76 | ANSWER: 76 | FNAME: ./MATH/test/prealgebra/439.json
1031 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 120\% | ANSWER: 25\% | FNAME: ./MATH/test/prealgebra/1620.json
1032 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 6 | ANSWER: \$6 | FNAME: ./MATH/test/prealgebra/1460.json
1033 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 6. | ANSWER: 6 | FNAME: ./MATH/test/prealgebra/65.json
1034 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 160 | ANSWER: 160 | FNAME: ./MATH/test/prealgebra/271.json
1035 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 1260 | ANSWER: 30,\!240 | FNAME: ./MATH/test/prealgebra/1204.json
1036 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 4.9 | ANSWER: 5.4 \text{ cents} | FNAME: ./MATH/test/prealgebra/1044.json
1037 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: $\frac{13}{15}$. | ANSWER: \frac{13}{15} | FNAME: ./MATH/test/prealgebra/1272.json
1038 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 200. | ANSWER: 200 | FNAME: ./MATH/test/prealgebra/1424.json
1039 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 2. | ANSWER: 2 | FNAME: ./MATH/test/prealgebra/1506.json
1040 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: \text{C} | ANSWER: \text{C} | FNAME: ./MATH/test/prealgebra/8.json
1041 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: $\frac{{17}}{{50}}$. | ANSWER: \dfrac{17}{50} | FNAME: ./MATH/test/prealgebra/1655.json
1042 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 21 | ANSWER: 21 | FNAME: ./MATH/test/prealgebra/1215.json
1043 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 1080 | ANSWER: 1080 | FNAME: ./MATH/test/prealgebra/1678.json
1044 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 66 | ANSWER: 66 | FNAME: ./MATH/test/prealgebra/1439.json
1045 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 48 | ANSWER: 8 | FNAME: ./MATH/test/prealgebra/879.json
1046 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 12 | ANSWER: 12 | FNAME: ./MATH/test/prealgebra/930.json
1047 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 7.50 | ANSWER: \$7.50 | FNAME: ./MATH/test/prealgebra/1290.json
1048 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 162 | ANSWER: 162\text{ minutes} | FNAME: ./MATH/test/prealgebra/1007.json
1049 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 90. | ANSWER: 90 | FNAME: ./MATH/test/prealgebra/1202.json
1050 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: $\boxed{28}$. | ANSWER: 28 | FNAME: ./MATH/test/prealgebra/903.json
1051 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 8. | ANSWER: 8 | FNAME: ./MATH/test/prealgebra/2074.json
1052 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 4.95 | ANSWER: 4.95 | FNAME: ./MATH/test/prealgebra/1947.json
1053 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 16. | ANSWER: 14 | FNAME: ./MATH/test/prealgebra/1465.json
1054 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 9 | ANSWER: 9 | FNAME: ./MATH/test/prealgebra/1564.json
1055 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 0.825 | ANSWER: 1.4 | FNAME: ./MATH/test/prealgebra/1148.json
1056 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: $12\sqrt{5}$. | ANSWER: 12\sqrt{5} | FNAME: ./MATH/test/prealgebra/1648.json
1057 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 5 | ANSWER: 5 | FNAME: ./MATH/test/prealgebra/1155.json
1058 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 420 | ANSWER: 420 | FNAME: ./MATH/test/prealgebra/126.json
1059 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 510 | ANSWER: 1020 | FNAME: ./MATH/test/prealgebra/858.json
1060 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 900. | ANSWER: 900 | FNAME: ./MATH/test/prealgebra/1173.json
1061 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 1/6 | ANSWER: \frac{1}{6} | FNAME: ./MATH/test/prealgebra/2029.json
1062 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 336. | ANSWER: 336 | FNAME: ./MATH/test/prealgebra/579.json
1063 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 9. | ANSWER: 10 | FNAME: ./MATH/test/prealgebra/1732.json
1064 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: \frac{53}{56} | ANSWER: 1 | FNAME: ./MATH/test/prealgebra/972.json
1065 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 60 | ANSWER: 36 | FNAME: ./MATH/test/prealgebra/1018.json
1066 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 8\sqrt{2} | ANSWER: 32 | FNAME: ./MATH/test/prealgebra/1640.json
1067 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: $\frac{2}{3}$. | ANSWER: \frac{2}{3} | FNAME: ./MATH/test/prealgebra/1171.json
1068 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 3 | ANSWER: 8 | FNAME: ./MATH/test/prealgebra/84.json
1069 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 11 | ANSWER: 6 | FNAME: ./MATH/test/prealgebra/862.json
1070 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 10 | ANSWER: 10 | FNAME: ./MATH/test/prealgebra/1893.json
1071 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 78 | ANSWER: 78 | FNAME: ./MATH/test/prealgebra/2068.json
1072 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 16 | ANSWER: 16 | FNAME: ./MATH/test/prealgebra/1837.json
1073 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: $\boxed{7}$. | ANSWER: 4 | FNAME: ./MATH/test/prealgebra/53.json
1074 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 7/8 | ANSWER: \frac{7}{8} | FNAME: ./MATH/test/prealgebra/1198.json
1075 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 198\%. | ANSWER: 198\% | FNAME: ./MATH/test/prealgebra/1440.json
1076 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 286. | ANSWER: 286 | FNAME: ./MATH/test/prealgebra/176.json
1077 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 1. | ANSWER: -13 | FNAME: ./MATH/test/prealgebra/1165.json
1078 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: $\frac{1}{2}$. | ANSWER: \frac{1}{2} | FNAME: ./MATH/test/prealgebra/1796.json
1079 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: \frac{47}{12}. | ANSWER: 2 | FNAME: ./MATH/test/prealgebra/1977.json
1080 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 2097154. | ANSWER: 2 | FNAME: ./MATH/test/prealgebra/1337.json
1081 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 3 | ANSWER: 3 | FNAME: ./MATH/test/prealgebra/1812.json
1082 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 12 | ANSWER: 12 | FNAME: ./MATH/test/prealgebra/1262.json
1083 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 14. | ANSWER: 14 | FNAME: ./MATH/test/prealgebra/1326.json
1084 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 75. | ANSWER: 75 | FNAME: ./MATH/test/prealgebra/1070.json
1085 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: \text{C. }34 \text{ dollars} | ANSWER: \text{C} | FNAME: ./MATH/test/prealgebra/1105.json
1086 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 0. | ANSWER: 30 | FNAME: ./MATH/test/prealgebra/1457.json
1087 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 420. | ANSWER: 420 | FNAME: ./MATH/test/prealgebra/530.json
1088 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 90^\circ | ANSWER: 90^\circ | FNAME: ./MATH/test/prealgebra/293.json
1089 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 17 | ANSWER: 17 | FNAME: ./MATH/test/prealgebra/470.json
1090 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 11 | ANSWER: 11 | FNAME: ./MATH/test/prealgebra/1894.json
1091 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 20 | ANSWER: 20 | FNAME: ./MATH/test/prealgebra/1157.json
1092 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 5. | ANSWER: 5 | FNAME: ./MATH/test/prealgebra/1496.json
1093 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 57.5^\circ | ANSWER: 40 | FNAME: ./MATH/test/prealgebra/1952.json
1094 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: $\$80$. | ANSWER: 80 | FNAME: ./MATH/test/prealgebra/1492.json
1095 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 70. | ANSWER: 70 | FNAME: ./MATH/test/prealgebra/154.json
1096 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 144^\circ | ANSWER: 144 | FNAME: ./MATH/test/prealgebra/1303.json
1097 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 22. | ANSWER: 18 | FNAME: ./MATH/test/prealgebra/1484.json
1098 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 7 | ANSWER: 8 | FNAME: ./MATH/test/prealgebra/2039.json
1099 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: $\boxed{1}$. | ANSWER: 3 | FNAME: ./MATH/test/prealgebra/1728.json
1100 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: $\boxed{12:48}$. | ANSWER: \text{1:03 PM} | FNAME: ./MATH/test/prealgebra/1299.json
1101 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: $\frac{5}{9}$. | ANSWER: \frac{4}{9} | FNAME: ./MATH/test/prealgebra/1356.json
1102 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 3105 | ANSWER: 23 | FNAME: ./MATH/test/prealgebra/1258.json
1103 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 23 | ANSWER: 23 | FNAME: ./MATH/test/prealgebra/808.json
1104 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 32. | ANSWER: 32 | FNAME: ./MATH/test/prealgebra/850.json
1105 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 100 | ANSWER: 300 | FNAME: ./MATH/test/prealgebra/93.json
1106 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 6 | ANSWER: 4 | FNAME: ./MATH/test/prealgebra/1139.json
1107 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 4 | ANSWER: 4 | FNAME: ./MATH/test/prealgebra/1973.json
1108 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 3 | ANSWER: 3 | FNAME: ./MATH/test/prealgebra/1519.json
1109 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 174 | ANSWER: 636 | FNAME: ./MATH/test/prealgebra/2048.json
1110 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 2451. | ANSWER: 291 | FNAME: ./MATH/test/prealgebra/992.json
1111 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 76 | ANSWER: 76 | FNAME: ./MATH/test/prealgebra/1376.json
1112 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: \frac{5}{9} | ANSWER: \frac 59 | FNAME: ./MATH/test/prealgebra/153.json
1113 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 25. | ANSWER: 25 | FNAME: ./MATH/test/prealgebra/2082.json
1114 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: $\frac{9}{7}$. | ANSWER: \frac 97 | FNAME: ./MATH/test/prealgebra/971.json
1115 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 10. | ANSWER: 15 | FNAME: ./MATH/test/prealgebra/1209.json
1116 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 18 | ANSWER: 18 | FNAME: ./MATH/test/prealgebra/390.json
1117 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 12 | ANSWER: 12 | FNAME: ./MATH/test/prealgebra/1385.json
1118 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 8 | ANSWER: 8 | FNAME: ./MATH/test/prealgebra/953.json
1119 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 20 | ANSWER: 20 | FNAME: ./MATH/test/prealgebra/52.json
1120 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 12 | ANSWER: 12 | FNAME: ./MATH/test/prealgebra/1339.json
1121 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 6 | ANSWER: 12 | FNAME: ./MATH/test/prealgebra/1351.json
1122 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 15 | ANSWER: 15 | FNAME: ./MATH/test/prealgebra/1959.json
1123 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 4 | ANSWER: 4 | FNAME: ./MATH/test/prealgebra/2014.json
1124 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 96 | ANSWER: 10^\circ | FNAME: ./MATH/test/prealgebra/1594.json
1125 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 10 | ANSWER: 10 | FNAME: ./MATH/test/prealgebra/885.json
1126 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 9 | ANSWER: 9 | FNAME: ./MATH/test/prealgebra/1194.json
1127 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 777. | ANSWER: 777 | FNAME: ./MATH/test/prealgebra/1446.json
1128 TYPE: Prealgebra | LEVEL: 4 | OUTPUT: 21/31 | ANSWER: \frac{21}{31} | FNAME: ./MATH/test/prealgebra/598.json
1129 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: $\frac{24}{7}$. | ANSWER: \frac{24}{7} | FNAME: ./MATH/test/prealgebra/1803.json
1130 TYPE: Prealgebra | LEVEL: 2 | OUTPUT: 108 | ANSWER: 108 | FNAME: ./MATH/test/prealgebra/1453.json
1131 TYPE: Prealgebra | LEVEL: 1 | OUTPUT: 64 | ANSWER: 64 | FNAME: ./MATH/test/prealgebra/252.json
1132 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 7 | ANSWER: 8 | FNAME: ./MATH/test/prealgebra/1499.json
1133 TYPE: Prealgebra | LEVEL: 3 | OUTPUT: 8x-1 | ANSWER: 8x -1 | FNAME: ./MATH/test/prealgebra/1999.json
1134 TYPE: Prealgebra | LEVEL: 5 | OUTPUT: 1.3953 | ANSWER: 12 | FNAME: ./MATH/test/prealgebra/1820.json
